id;userId;buttonType;buttonData;timestamp
209;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 19:07:04"
210;7606207943;"fortune_button";"✨ Гадание Да/Нет";"2025-04-10 19:08:13"
211;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 19:11:41"
212;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 19:11:57"
213;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 19:14:44"
214;7606207943;"main_menu_button";"📋 Инструкция";"2025-04-10 19:19:56"
215;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 19:19:57"
216;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 19:20:03"
217;7606207943;"fortune_action";"✨ Гадание Да/Нет";"2025-04-10 19:20:05"
218;7606207943;"share_action";"📤 Поделиться гаданием Да/Нет";"2025-04-10 19:20:08"
219;7606207943;"fortune_action";"✨ Гадание Да/Нет";"2025-04-10 19:20:17"
220;7606207943;"share_action";"📤 Поделиться гаданием Да/Нет";"2025-04-10 19:20:18"
221;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 19:20:56"
222;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 19:21:10"
223;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 19:23:14"
224;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 19:24:41"
225;7606207943;"main_menu_button";"📋 Инструкция";"2025-04-10 19:24:55"
226;7606207943;"main_menu_button";"📋 Инструкция";"2025-04-10 19:25:15"
227;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 19:25:16"
228;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 19:27:04"
229;7606207943;"fortune_button";"🎧 Морфей говорит (главное меню)";"2025-04-10 19:27:04"
230;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 19:29:37"
231;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 19:30:37"
232;7606207943;"main_menu_button";"📋 Инструкция";"2025-04-10 19:30:37"
233;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 19:31:36"
234;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 19:47:47"
235;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 19:49:23"
236;7606207943;"fortune_button";"🎧 Морфей говорит (главное меню)";"2025-04-10 19:49:27"
237;7606207943;"fortune_action";"🎧 Морфей говорит (Получить послание)";"2025-04-10 19:49:28"
238;7606207943;"fortune_button";"✨ Гадание Да/Нет";"2025-04-10 19:49:37"
239;7606207943;"fortune_action";"✨ Гадание Да/Нет";"2025-04-10 19:49:39"
240;7606207943;"share_action";"📤 Поделиться гаданием Да/Нет";"2025-04-10 19:49:39"
241;7606207943;"fortune_button";"✨ Гадание Да/Нет";"2025-04-10 19:50:31"
242;7606207943;"fortune_action";"✨ Гадание Да/Нет";"2025-04-10 19:50:36"
243;7606207943;"share_action";"📤 Поделиться гаданием Да/Нет";"2025-04-10 19:50:36"
244;7606207943;"main_menu_button";"📋 Инструкция";"2025-04-10 19:58:37"
245;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 19:58:39"
246;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 20:11:25"
247;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 20:11:36"
248;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 20:11:54"
249;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 20:14:15"
250;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 20:14:44"
251;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 20:15:58"
252;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 20:18:26"
253;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 20:22:59"
254;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 20:23:44"
255;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 20:25:14"
256;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 20:26:55"
257;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 20:26:55"
258;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 20:31:19"
259;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 20:38:13"
260;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 20:40:28"
261;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 20:41:16"
262;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 20:41:57"
263;7606207943;"main_menu_button";"📋 Инструкция";"2025-04-10 20:43:22"
264;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 20:43:23"
265;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 20:48:24"
266;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 20:49:30"
267;7606207943;"start_time_fortune";"";"2025-04-10 20:55:36"
268;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 21:00:09"
269;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:00:16"
270;7606207943;"share";"Поделиться - Гадание времени";"2025-04-10 21:00:16"
271;7606207943;"main_menu_button";"📋 Инструкция";"2025-04-10 21:06:27"
272;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 21:06:27"
273;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:06:29"
274;7606207943;"share";"Поделиться - Гадание времени";"2025-04-10 21:06:30"
275;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:06:44"
276;7606207943;"share";"Поделиться - Гадание времени";"2025-04-10 21:06:44"
277;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:07:08"
278;7606207943;"share";"Поделиться - Гадание времени";"2025-04-10 21:07:08"
279;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:07:43"
280;7606207943;"share";"Поделиться - Гадание времени";"2025-04-10 21:07:43"
281;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:08:47"
282;7606207943;"share";"Поделиться - Гадание времени";"2025-04-10 21:08:47"
283;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:10:13"
284;7606207943;"share";"Поделиться - Гадание времени";"2025-04-10 21:10:13"
285;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:11:28"
286;7606207943;"main_menu_button";"📋 Инструкция";"2025-04-10 21:11:53"
287;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 21:11:54"
288;7606207943;"fortune_button";"✨ Гадание Да/Нет";"2025-04-10 21:11:55"
289;7606207943;"fortune_button";"✨ Гадание Да/Нет";"2025-04-10 21:11:55"
290;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:11:58"
291;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 21:12:18"
292;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:12:22"
293;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 21:12:47"
294;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:12:51"
295;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:13:06"
296;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 21:13:56"
297;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:14:00"
298;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 21:14:32"
299;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:14:36"
300;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 21:14:54"
301;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:14:56"
302;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 21:16:24"
303;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:16:26"
304;7606207943;"main_menu_button";"📖 Сонник";"2025-04-10 21:16:56"
305;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 21:16:58"
306;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:17:01"
307;7606207943;"fortune_button";"✨ Гадание Да/Нет";"2025-04-10 21:17:08"
308;7606207943;"fortune_action";"✨ Гадание Да/Нет";"2025-04-10 21:17:10"
309;7606207943;"share_action";"📤 Поделиться гаданием Да/Нет";"2025-04-10 21:17:10"
310;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:18:47"
311;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 21:19:39"
312;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:19:41"
313;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 21:20:19"
314;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:20:23"
315;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:20:38"
316;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:20:52"
317;7606207943;"share";"🕒 Гадание времени";"2025-04-10 21:20:52"
318;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:22:24"
